id;Name;Type;Year;Image
60034539;"Avrupa Muhabbeti";Movie;2004;...
70084788;21;Movie;2008;...
70103759;"Kadın Aklı Erkek Aklı";Movie;2009;...
80994340;"Ateşböceği Yolu";TVSeries;2021;...
80117485;"Friends from College";TVSeries;2017;...
80091938;"Angry Birds Film";Movie;2016;...
80199682;"The Christmas Chronicles";Movie;2018;...
80104412;"Deepwater Horizon: Büyük Felaket";Movie;2016;...
70097577;Hancock;Movie;2008;...
70019506;"Aşk Doktoru";Movie;2005;...
81232236;"Sır: Hayal Etmekten Korkma";Movie;2020;...
70157460;"Dawson's Creek";TVSeries;1998;...
80241986;Pose;TVSeries;2018;...
81012821;"Bebek Bakıcısının Canavar Avlama Rehberi";Movie;2020;...
80130521;"Cadılar Okulu";TVSeries;2017;...
80115346;Hilda;TVSeries;2018;...
80214792;"Creeped Out";TVSeries;2017;...
80102200;Backstage;TVSeries;2016;...
80198991;"Workin' Moms";TVSeries;2017;...
80994878;"Ritmi Hisset";Movie;2020;...
80991542;"The Honor List";Movie;2018;...
80097725;"Darphane Soygunu";Movie;2017;...
80098287;Aşkşarkısı;Movie;2016;...
80057972;"Açlık Oyunları: Alaycı Kuş Bölüm 2";Movie;2015;...
70305908;"Açlık Oyunları: Alaycı Kuş Bölüm 1";Movie;2014;...
70206672;"Açlık Oyunları";Movie;2012;...
80225841;"Ocean's 8";Movie;2018;...
80196789;"Bird Box";Movie;2018;...
80196613;"12 Savaşçı";Movie;2018;...
80013273;Blackhat;Movie;2015;...
81290388;"Giving Voice";Movie;2020;...
70305892;Adalet;Movie;2014;...
80236390;"Adalet 2";Movie;2018;...
80219054;"Değişiklik Yap: ABD'de Eşitlik Mücadelesi";TVSeries;2021;...
70100380;"Benjamin Button’ın Tuhaf Hikayesi";Movie;2008;...
81117189;MANK;Movie;2020;...
70021660;"Harry Potter ve Ateş Kadehi";Movie;2005;...
80223371;"Edebiyat ve Patates Turtası Derneği";Movie;2018;...
81002196;Rebecca;Movie;2020;...
80169498;"Beni Adınla Çağır";Movie;2017;...
80182016;"The King";Movie;2019;...
80068327;"Savaş Makinesi";Movie;2017;...
17672318;"12 Maymun";Movie;1995;...
771476;"Monty Python and the Holy Grail";Movie;1975;...
70213238;"Monty Python's Flying Circus";TVSeries;1969;...
60004478;"Harry Potter ve Felsefe Taşı";Movie;2001;...
60024925;"Harry Potter ve Sırlar Odası";Movie;2002;...
60034567;"Harry Potter ve Azkaban Tutsağı";Movie;2004;...
80240715;ROMA;Movie;2018;...
80066429;Ingobernable;TVSeries;2017;...
80184569;"El Chapo ile Tanıştığım Gün";TVSeries;2017;...
70205672;"La Reina del Sur";TVSeries;2011;...
80153461;"Eşsiz Kardeşler";Movie;2014;...
81005197;"Kadınların Gözdesi";Movie;2015;...
81005220;"Ex 2: Arkadaş Kalalım!";Movie;2011;...
81411288;"My Daughter's First Time";Movie;2015;...
81016408;"5 Star Christmas";Movie;2018;...
81411139;"Aşk, Güneş ve Diğer Yıldızlar";Movie;2019;...
81411156;"Bu Çocuklar Bizim";Movie;2018;...
81411176;"Kalpteki Ev";Movie;2015;...
81411284;"Roma'da Çılgın Bir Gece";Movie;2017;...
81411149;"Komiser Montalbano: Güvenlik Ağı";Movie;2019;...
81411701;"Komiser Montalbano: Ağustos Sıcağı";Movie;2008;...
81411711;"Komiser Montalbano: Angelica'nın Gülüşü";Movie;2013;...
80061902;"Hayattaysam Kusura Bakmayın!";Movie;2014;...
80061797;"Hoş Geldiniz Sayın Başkan!";Movie;2013;...
81411208;"Yarın Evleniyorum";Movie;1984;...
81176235;"Riccione Güneşinin Altında";Movie;2020;...
80211634;Baby;TVSeries;2018;...
81261846;"18 Hediye";Movie;2020;...
81221302;"Il processo";TVSeries;2019;...
80075597;"Bir Gün Daha";Movie;2011;...
80152846;"Düğünler ve Diğer Felaketler";Movie;2010;...
70027110;"Caterina Şehre Gidiyor";Movie;2003;...
81411157;"Babam Rocco Chinnici";Movie;2018;...
18817570;Cinler;Movie;1985;...
17967981;"Cinler 2";Movie;1986;...
70032580;"Ölüler Ülkesi";Movie;2005;...
81340922;"Heartbreak High";TVSeries;1994;...
70269488;"300: Bir İmparatorluğun Yükselişi";Movie;2014;...
70056440;"300 Spartalı";Movie;2007;...
80187362;"Adalet Birliği";Movie;2017;...
80081793;"Batman v Superman: Adaletin Şafağı";Movie;2016;...
70264797;"Çelik Adam";Movie;2013;...
70124331;"Aşka Yolculuk";Movie;2010;...
80241779;"Doğuştan Belli";Movie;2018;...
80168234;"Eğlenceli Annelerin Akşam Yemeği";Movie;2017;...
80210294;"Daima On İki";TVSeries;2019;...
80179762;"She-Ra ve Güç Prensesleri";TVSeries;2018;...
81231351;"Özgürlük Listesi";Movie;2019;...
80991404;"Goosebumps 2: Lanetli Cadılar Bayramı";Movie;2018;...
80117531;"İlk Tanıştığımız Gece";Movie;2018;...
80993404;"Adam Devine: Best Time of Our Lives";Movie;2019;...
80101493;"Ali Wong: Baby Cobra";Movie;2016;...
80186940;"Ali Wong: Hard Knock Wife";Movie;2018;...
80202874;"Always Be My Maybe";Movie;2019;...
81004278;Aquaman;Movie;2018;...
70063588;"Ölüm Sessizliği";Movie;2007;...
215318;"Budala Dedektif 2";Movie;1995;...
70140378;"Doc Martin";TVSeries;2004;...
80221261;"Man Down";TVSeries;2013;...
80091341;Cuckoo;TVSeries;2012;...
70099113;Alacakaranlık;Movie;2008;...
70115878;"Alacakaranlık Efsanesi Tutulma";Movie;2010;...
70113010;"Alacakaranlık Efsanesi Yeni Ay";Movie;2009;...
80986885;"Operation Finale";Movie;2018;...
70230638;"Bourne'un Mirası";Movie;2012;...
510854;"Taş Devri";Movie;1994;...
70060010;"Arı Filmi";Movie;2007;...
80013941;"Madagaskar Penguenleri";Movie;2014;...
70099116;"Madagaskar 2: Afrika'dan Kaçış";Movie;2008;...
70259784;"Dreamworks Madagaskar'da Keyifli Bir Tatil";TVSeries;2005;...
70202053;"Çizmeli Kedi";Movie;2011;...
70218316;"Dreamworks Korkunç Hikayeler";TVSeries;2009;...
948002;"Aşk ve Yaşam";Movie;1995;...
70023965;"Brokeback Dağı";Movie;2005;...
70079583;"Kara Şövalye";Movie;2008;...
70242805;"Frankenstein: Ölümsüzlerin Savaşı";Movie;2014;...
80095241;Castlevania;TVSeries;2017;...
81094067;"Space Sweepers";Movie;2021;...
81028895;"Arthdal Chronicles";TVSeries;2019;...
81194523;Suits;TVSeries;2018;...
80196931;Hwarang;TVSeries;2016;...
70251157;"Dream High 2";TVSeries;2012;...
80029520;"Doctor Stranger";TVSeries;2014;...
70215459;"Gizli Bahçe";TVSeries;2010;...
81159258;"Crash Landing on You";TVSeries;2019;...
80990935;"Something in the Rain";TVSeries;2018;...
80145361;Blood;TVSeries;2015;...
81029990;"Beauty Inside";TVSeries;2018;...
81077044;"Another Miss Oh";TVSeries;2016;...
81276344;"Do Do Sol Sol La La Sol";TVSeries;2020;...
80214013;Black;TVSeries;2017;...
80118179;"Saimdang, Memoir of Colors";TVSeries;2017;...
80128686;"Hello, My Twenties!";TVSeries;2017;...
80239666;"Illang: The Wolf Brigade";Movie;2018;...
81042230;"W – Two Worlds Apart";TVSeries;2016;...
80226234;"Çelik Yağmuru";Movie;2018;...
81070963;"Chief of Staff";TVSeries;2019;...
81017092;"Along with the Gods: The Last 49 Days";Movie;2018;...
80214451;"Along with the Gods: The Two Worlds";Movie;2017;...
81093321;"Hit The Top";TVSeries;2017;...
81343898;"The Nokdu Flower";TVSeries;2019;...
80998960;"Don't Dare to Dream";TVSeries;2016;...
80031632;"It's Okay, That's Love";TVSeries;2014;...
70296735;"That Winter, the Wind Blows";TVSeries;2013;...
80123798;"Descendants of the Sun";TVSeries;2016;...
80198771;"26 Yıl";Movie;2012;...
80105698;"Aşk ve Evlilik";TVSeries;2014;...
80039905;"Nice Guy";TVSeries;2012;...
80031716;"Good Doctor";TVSeries;2013;...
81404896;Alice;TVSeries;2020;...
80128756;"Ice Fantasy";TVSeries;2016;...
81137134;"Find Yourself";TVSeries;2020;...
81386963;"Yin Yang Ustası: Ölümsüzlük Rüyası";Movie;2021;...
70286328;"So Young";Movie;2013;...
70001226;"Kutsal Savaşçılar";Movie;2004;...
81175361;"The King's Avatar";TVSeries;2019;...
80239640;"A Love So Beautiful";TVSeries;2017;...
80996973;"Handsome Siblings";TVSeries;2020;...
81228097;"Goodbye My Princess";TVSeries;2019;...
81005504;"Meteor Garden";TVSeries;2018;...
81403965;"The Yin Yang Master";Movie;2021;...
81067760;"The Wandering Earth";Movie;2019;...
81185502;"A Little Thing Called First Love";TVSeries;2019;...
81393475;"Use For My Talent";TVSeries;2021;...
81019391;"Triad Princess";TVSeries;2019;...
81312762;Futmalls.com;TVSeries;2020;...
81346818;"The Devil Punisher";TVSeries;2020;...
81351497;"The Rope Curse 2";Movie;2020;...
81227121;"The Victims' Game";TVSeries;2020;...
80108338;"Çalınmış Yıllar";Movie;2013;...
80203920;"Nowhere Man";TVSeries;2019;...
81168282;"A Sun";Movie;2019;...
81351501;"Classmates Minus";Movie;2020;...
81449999;"Gatao - The Last Stray";Movie;2021;...
81024041;"Cities of Last Things";Movie;2018;...
80202958;Tigertail;Movie;2020;...
17236928;"Bitirim İkili";Movie;1998;...
60020801;"Bitirim İkili 2";Movie;2001;...
70059988;"Bitirim İkili 3";Movie;2007;...
80044731;"Chris Tucker Live";Movie;2015;...
70044599;Çete;Movie;2006;...
80226962;"Yalancı Güneşler";Movie;2017;...
81053211;Superfly;Movie;2018;...
80097003;"Yakıcı Kumlar";Movie;2017;...
80184676;Juanita;Movie;2019;...
60029196;"Özel Tim";Movie;2003;...
81332175;"2020 Bit Artık";Movie;2020;...
21304015;"Aşk Engel Tanımaz";Movie;1999;...
80049281;"Gizemli Gerçek";Movie;2015;...
70108779;2012;Movie;2009;...
70060018;"M.Ö. 10.000";Movie;2008;...
81073022;"Hızlı ve Öfkeli: Hobbs ve Shaw";Movie;2019;...
70230088;"Cehennem Melekleri 2";Movie;2012;...
70017963;"İlk Kan";Movie;1982;...
60029370;"Rambo III";Movie;1988;...
80178974;"El Camino Christmas";Movie;2017;...
80232043;"Şakrak Jangle'ın Noel Serüveni";Movie;2020;...
70266686;"Başkanların Hizmetkârı";Movie;2013;...
80169801;"13. Madde: Oprah Winfrey - Ava DuVernay Röportajı";Movie;2017;...
80091741;"13. Madde";Movie;2016;...
81147766;"Oprah Winfrey Presents: When They See Us Now";Movie;2019;...
80140955;Greenleaf;TVSeries;2016;...
80189630;"Nappily Ever After";Movie;2018;...
70258293;Vecide;Movie;2012;...
80185171;Collateral;TVSeries;2018;...
70032594;"Aşk ve Gurur";Movie;2005;...
70243443;"Anna Karenina";Movie;2012;...
80046309;Everest;Movie;2015;...
70213465;"Son Vurgun";Movie;2012;...
70218756;"Ayı Teddy";Movie;2012;...
80031715;"Ayı Teddy 2";Movie;2015;...
81048729;"Her Şey Yok Olur";Movie;2021;...
80039051;"Ten Thousand Saints";Movie;2015;...
70265234;"Arınma Gecesi";Movie;2013;...
70299747;"Arınma Gecesi: Anarşi";Movie;2014;...
80113669;"Direksiyondaki Adam";Movie;2017;...
70071613;"İhtiyarlara Yer Yok";Movie;2007;...
60031235;"Dayanılmaz Zulüm";Movie;2003;...
80200267;"The Ballad of Buster Scruggs";Movie;2018;...
81326710;"Cesur Mavi Dünya: Küresel Su Krizini Çözmek";Movie;2020;...
80152350;"Neo Yokio";TVSeries;2017;...
70243449;"Efsane Beşli";Movie;2012;...
70284278;"Jack Ryan: Gölge Ajan";Movie;2014;...
80170278;Dunkirk;Movie;2017;...
80988062;"Black Mirror: Bandersnatch";Movie;2018;...
70270408;"Bu Nasıl Aile!";Movie;2013;...
70043945;"Benim Zengin Dostlarım";Movie;2006;...
80164779;"Sabit Alışkanlıklar Diyarı";Movie;2018;...
80211726;"Başlat Ready Player One";Movie;2018;...
60022398;"E.T. the Extra-Terrestrial";Movie;1982;...
80128722;Oyun;Movie;2017;...
80091879;Sessiz;Movie;2016;...
80189221;"The Haunting: Tepedeki Ev";TVSeries;2018;...
80048977;Davet;Movie;2015;...
80176771;Damnation;TVSeries;2017;...
70259177;"Jack Taylor";TVSeries;2010;...
80126440;"Resident Evil: Son Bölüm";Movie;2016;...
60025031;"Mavi Göle Dönüş";Movie;1991;...
81307170;Cypher;TVSeries;2020;...
80160503;"Noel'de Evde Olacağım";Movie;2016;...
81221380;"Sweet Tooth";TVSeries;2021;...
80011206;Zoo;TVSeries;2015;...
80077402;Mercy;Movie;2016;...
70178217;"House of Cards";TVSeries;2013;...
70102779;"Devlet Oyunları";Movie;2009;...
80097472;"Göğe Uzanan Merdiven: Havai Fişek Sanatı";Movie;2016;...
70060009;"Amerikan Gangsteri";Movie;2007;...
60000929;Gladyatör;Movie;2000;...
81017833;"Sisters Biraderler";Movie;2018;...
80139562;"Kong: Kafatası Adası";Movie;2017;...
80017111;Kumarbaz;Movie;2014;...
80080514;"Hayalet Avcıları: Bu Çağrıya Cevap Ver";Movie;2016;...
70184047;Nedimeler;Movie;2011;...
70109893;"Ejderhanı Nasıl Eğitirsin";Movie;2010;...
70298991;"Ejderhanı Nasıl Eğitirsin 2";Movie;2014;...
70117289;"Bu Kız Beni Aşar";Movie;2010;...
70264888;"Black Mirror";TVSeries;2011;...
80098288;"Diğer İnsanlar";Movie;2016;...
80231419;Altızlar;Movie;2019;...
80142058;"Yine Çıplak";Movie;2017;...
60001134;"Bir Rüya İçin Ağıt";Movie;2000;...
81128745;"Pieces of a Woman";Movie;2020;...
80025678;"The Crown";TVSeries;2016;...
81399614;"Ailem Robotlara Karşı";Movie;2021;...
80176715;"Ak Kuyruklu Geyik Avcısının Mirası";Movie;2018;...
70100084;Milk;Movie;2008;...
70019510;Çevirmen;Movie;2005;...
70093223;"Gelin Benim Olacak";Movie;2008;...
70041961;"Görevimiz Tehlike 3";Movie;2006;...
80115102;"Spock Aşkına";Movie;2016;...
70104316;"Land of the Lost";Movie;2009;...
70018296;"Talihsiz Serüvenler Dizisi";Movie;2004;...
70099612;"Harry Potter ve Melez Prens";Movie;2009;...
80111501;"Fantastik Canavarlar Nelerdir, Nerede Bulunurlar?";Movie;2016;...
70083114;"Boleyn Kızı";Movie;2008;...
70117312;"Scott Pilgrim Dünyaya Karşı";Movie;2010;...
80042368;"A Very Murray Christmas";Movie;2015;...
60011153;"Baba 3";Movie;1990;...
60011152;Baba;Movie;1972;...
60011663;"Baba 2";Movie;1974;...
538871;"Bir Amerikan Efsanesi";Movie;1993;...
973057;"Kardeş Gibiydiler";Movie;1996;...
70019012;Casino;Movie;1995;...
70044689;Köstebek;Movie;2006;...
80152625;"Come Sunday";Movie;2018;...
81172895;"93 Days";Movie;2016;...
80127437;"Yıldızların Arasında Bir Yer";Movie;2014;...
80127516;"Aşık Olunca";Movie;2014;...
81274976;"Dérè: An African Tale";TVSeries;2016;...
80127519;"Gbomo Gbomo Express";Movie;2015;...
81412186;"Balıkçının Günlüğü";Movie;2020;...
81172754;"Crazy people";Movie;2018;...
81281632;"Cold Feet";Movie;2019;...
81270776;"Abuja'ya Son Uçuş";Movie;2012;...
81270777;"The Mirror Boy";Movie;2011;...
80105672;"Geçmişe Yolculuk";Movie;2015;...
81049899;"4th Republic";Movie;2019;...
81172723;"New Money";Movie;2018;...
81172902;"Up North";Movie;2018;...
80168301;"Şamatalı Düğün";Movie;2016;...
81172721;"King of Boys";Movie;2018;...
81270685;"Gold Statue";Movie;2019;...
81172891;"Alakada Reloaded";Movie;2017;...
81172756;"Celebrity Marriage";Movie;2017;...
81270772;"Sin City";Movie;2019;...
81229200;Azali;Movie;2018;...
80044545;"Beasts of No Nation";Movie;2015;...
80133493;"Kara Kule";Movie;2017;...
60026122;"Bir Erkek 10 Günde Nasıl Kaybedilir?";Movie;2003;...
70299867;"Keşke Burada Olsam";Movie;2014;...
80139506;"Minik Şeytan";Movie;2017;...
80082242;"Amerika'nın En Çok Nefret Edilen Kadını";Movie;2017;...
80244846;"Dolly Parton's Heartstrings";TVSeries;2019;...
81128934;"Dolly Parton ile Noel Mucizesi";Movie;2020;...
80217229;"Dans Hayalleri: Hot Chocolate Nutcracker";Movie;2020;...
60000901;Grinch;Movie;2000;...
70113002;"Felekten Bir Gece";Movie;2009;...
70263864;"Felekten Bir Gece 3";Movie;2013;...
81009617;"Aunty Donna's Big Ol' House of Fun";TVSeries;2020;...
80019503;"BoJack Horseman Christmas Special: Sabrina's Christmas Wish";Movie;2014;...
70300800;"BoJack Horseman";TVSeries;2014;...
70143836;"Breaking Bad";TVSeries;2008;...
70219498;"Gerçeğe Çağrı";Movie;2012;...
80058480;"The Lobster";Movie;2015;...
70112367;"Cennetimden Bakarken";Movie;2009;...
70021664;"King Kong";Movie;2005;...
81192826;"Denemeye Değer";Movie;2019;...
80025919;"Mad Max: Fury Road";Movie;2015;...
70043941;"Neşeli Ayaklar";Movie;2006;...
80100937;"Bu Benim Dünyam Değil";Movie;2017;...
80157072;"Hold the Dark";Movie;2018;...
70278934;"Açlık Oyunları: Ateşi Yakalamak";Movie;2013;...
70178621;"Gizemli Adaya Yolculuk";Movie;2012;...
80216309;"Büyük Yıkım";Movie;2018;...
80993105;"Mogli: Orman Çocuğu";Movie;2018;...
70084799;"Indiana Jones ve Kristal Kafatası Krallığı";Movie;2008;...
60010487;"Indiana Jones: Son Macera";Movie;1989;...
80119815;"İlk Satır";Movie;2014;...
80091880;"Tokyo Trial";TVSeries;2016;...
81337241;"Doob: No Bed of Roses";Movie;2017;...
80080618;Guilty;Movie;2015;...
81206929;"Acayip İlişkiler";Movie;2021;...
80073188;"Humpty Sharma Ki Dulhania";Movie;2014;...
80057750;"ABCD 2";Movie;2015;...
70229045;"ABCD: Any Body Can Dance";Movie;2013;...
70229043;"Rowdy Rathore";Movie;2012;...
70158421;"Action Replayy";Movie;2010;...
70062158;"Namastey London";Movie;2007;...
70128217;"Ajab Prem Ki Ghazab Kahani";Movie;2009;...
20258084;"Andaz Apna Apna";Movie;1994;...
70121522;"3 Idiots";Movie;2009;...
70303496;PK;Movie;2014;...
70055855;"Anthony Kaun Hai?";Movie;2006;...
80049210;"Dedh Ishqiya";Movie;2014;...
70129078;Ishqiya;Movie;2009;...
70107499;"Bir Çarşamba Günü";Movie;2008;...
70273637;"Özel 26";Movie;2013;...
80190101;Anjaan;Movie;2014;...
70225597;Vettai;Movie;2012;...
70275076;Settai;Movie;2013;...
70229040;Kalakalappu;Movie;2012;...
70292836;"Theeya Velai Seyyanum Kumaru";Movie;2013;...
70229048;Thaandavam;Movie;2012;...
81016196;Mersal;Movie;2017;...
81016194;Spyder;Movie;2017;...
81177241;"Sevgi Sınır Tanımaz";Movie;2021;...
70303426;"2 States";Movie;2014;...
70303424;Highway;Movie;2014;...
80206847;"Jab Harry Met Sejal";Movie;2017;...
70057651;"Asla Elveda Deme";Movie;2006;...
70275753;"Bombay Talkies";Movie;2013;...
81088083;"Ghost Stories";Movie;2020;...
81227759;"AK vs AK";Movie;2020;...
80243541;"Bhavesh Joshi Superhero";Movie;2018;...
80998890;Upstarts;Movie;2019;...
70307997;"Ankhon Dekhi";Movie;2013;...
80068117;Drishyam;Movie;2015;...
70106268;"Mumbai Meri Jaan";Movie;2008;...
70052249;"Chup Chup Ke";Movie;2006;...
80228322;Bazen;Movie;2016;...
81341216;"Sin Stories";TVSeries;2020;...
70213515;"Arkadaşım Pinto";Movie;2011;...
70089214;"Jaane Tu... Ya Jaane Na";Movie;2008;...
70139071;"Aşk Hikâyelerinden Nefret Ederim";Movie;2010;...
70295695;"Gori Tere Pyaar Mein";Movie;2013;...
70114589;"Bay ve Bayan Khanna";Movie;2009;...
21241478;"Hello Brother";Movie;1999;...
70125882;Kisaan;Movie;2009;...
81244369;Brothers;Movie;2015;...
70150437;"Biz Aileyiz";Movie;2010;...
80091866;Dilwale;Movie;2015;...
70111280;"Golmaal Returns";Movie;2008;...
70050385;Apaharan;Movie;2005;...
60032601;Gangaajal;Movie;2003;...
60020906;"Lagaan: Evvel Zaman İçinde Hindistan'da";Movie;2001;...
80229953;"Çöldeki Delilik";Movie;2004;...
70185141;Zokkomon;Movie;2011;...
70087087;"Yerdeki Yıldızlar";Movie;2007;...
70268489;Inkaar;Movie;2013;...
81086997;"Serious Men";Movie;2020;...
80201175;Anne;Movie;2017;...
24012660;Gumrah;Movie;1993;...
17517355;Duplicate;Movie;1998;...
81076749;"Ek Ladki Ko Dekha Toh Aisa Laga";Movie;2019;...
80057585;"Dil Dhadakne Do";Movie;2015;...
70114467;"Luck by Chance";Movie;2009;...
70059026;Don;Movie;2006;...
70219525;"Barfi! Aşkın Dile İhtiyacı Yoktur";Movie;2012;...
80104130;"Jagga Jasoos";Movie;2017;...
70123124;Raajneeti;Movie;2010;...
81281554;"Aapla Manus";Movie;2018;...
80165857;"Mumbai Delhi Mumbai";Movie;2014;...
70123117;"Aagey Se Right";Movie;2009;...
70219529;Joker;Movie;2012;...
81076113;"Mrs. Serial Killer";Movie;2020;...
80074933;Bangistan;Movie;2015;...
70045196;BluffMaster!;Movie;2005;...
70113306;"Dilli 6";Movie;2009;...
80237006;"Mere Pyare Prime Minister";Movie;2019;...
70254351;Satyagraha;Movie;2013;...
235527;Agneepath;Movie;1990;...
21027539;"Disco Dancer";Movie;1982;...
81281426;"Bhaji In Problem";Movie;2013;...
80204433;"Lucknow Central";Movie;2017;...
81005453;"Parmanu: The Story of Pokhran";Movie;2018;...
81213894;"The Zoya Factor";Movie;2019;...
70303428;Khoobsurat;Movie;2014;...
70100644;Aamir;Movie;2008;...
70219528;Ghanchakkar;Movie;2013;...
80211134;Baadshaho;Movie;2017;...
70068799;Hattrick;Movie;2007;...
70224999;"Don 2";Movie;2011;...
70181653;"Benimle Kal";Movie;2012;...
80102019;"Kapoor & Sons";Movie;2016;...
70275774;"Chashme Baddoor";Movie;2013;...
80158042;"Sevgili Zindagi";Movie;2016;...
81076756;"Delhi Crime";TVSeries;2019;...
70134537;"Karthik Calling Karthik";Movie;2010;...
70165483;"Break Ke Baad";Movie;2010;...
27419091;Mann;Movie;1999;...
18111113;Heart;Movie;1990;...
60035870;"Hum Aapke Hain Koun";Movie;1994;...
80074065;"Hum Saath-Saath Hain";Movie;1999;...
60003290;Fiza;Movie;2000;...
60036750;"Kabhi Khushi Kabhie Gham";Movie;2001;...
70139074;Guzaarish;Movie;2010;...
70090035;"Jodhaa Akbar";Movie;2008;...
70114588;"Dhoondte Reh Jaoge";Movie;2009;...
70258366;"Oh My God";Movie;2012;...
