id;Name;Movies;webLink;netflixLink
60049223;"Torfinn Nag";"["81019792"]";https://turflix.com/p/torfinn-nag-60049223;https://www.netflix.com/browse/m/person/60049223
30182057;"Tobias Santelmann";"["80174617"]";https://turflix.com/p/tobias-santelmann-30182057;https://www.netflix.com/browse/m/person/30182057
40007519;"Alexander Dreymon";"["80074249"]";https://turflix.com/p/alexander-dreymon-40007519;https://www.netflix.com/browse/m/person/40007519
30180871;"Mikael Marcimain";"["81254008"]";https://turflix.com/p/mikael-marcimain-30180871;https://www.netflix.com/browse/m/person/30180871
30167469;"Allison Williams";"["81254008", "80211638"]";https://turflix.com/p/allison-williams-30167469;https://www.netflix.com/browse/m/person/30167469
39633;"Neil Patrick Harris";"["80050008", "70143824", "70298414"]";https://turflix.com/p/neil-patrick-harris-39633;https://www.netflix.com/browse/m/person/39633
40048869;"Marika Kono";"["80992783"]";https://turflix.com/p/marika-kono-40048869;https://www.netflix.com/browse/m/person/40048869
30026206;"Kentaro Ito";"["80992783"]";https://turflix.com/p/kentaro-ito-30026206;https://www.netflix.com/browse/m/person/30026206
20039192;"Kyoko Hikami";"["80992783"]";https://turflix.com/p/kyoko-hikami-20039192;https://www.netflix.com/browse/m/person/20039192
40026832;"Tarusuke Shingaki";"["80992783"]";https://turflix.com/p/tarusuke-shingaki-40026832;https://www.netflix.com/browse/m/person/40026832
40210466;"Yoshiki Nakajima";"["80992853"]";https://turflix.com/p/yoshiki-nakajima-40210466;https://www.netflix.com/browse/m/person/40210466
40023495;"Reina Ueda";"["80992853", "80993018", "80103318"]";https://turflix.com/p/reina-ueda-40023495;https://www.netflix.com/browse/m/person/40023495
40025379;"Kobun Shizuno";"["80180376", "80198623"]";https://turflix.com/p/kobun-shizuno-40025379;https://www.netflix.com/browse/m/person/40025379
40100686;"Hiroyuki Seshita";"["80198623", "80115466"]";https://turflix.com/p/hiroyuki-seshita-40100686;https://www.netflix.com/browse/m/person/40100686
30019986;"Takahiro Sakurai";"["80115466", "80065146", "80180373", "81280998", "80186926", "80103331", "80156799", "80040118", "80117291"]";https://turflix.com/p/takahiro-sakurai-30019986;https://www.netflix.com/browse/m/person/30019986
40005493;"Nao Toyama";"["80183051", "80213847", "81054849"]";https://turflix.com/p/nao-toyama-40005493;https://www.netflix.com/browse/m/person/40005493
40077585;"Tomoaki Maeno";"["80221272", "80992788", "80117781", "81054849"]";https://turflix.com/p/tomoaki-maeno-40077585;https://www.netflix.com/browse/m/person/40077585
20065332;"Jun Fukuyama";"["80094557", "80065146", "70309457", "81006261", "80040118"]";https://turflix.com/p/jun-fukuyama-20065332;https://www.netflix.com/browse/m/person/20065332
20064195;"Mamoru Miyano";"["80043576", "80180373", "70204970", "70309457", "80156799", "80040118", "81351471"]";https://turflix.com/p/mamoru-miyano-20064195;https://www.netflix.com/browse/m/person/20064195
60001781;"Miyuri Shimabukuro";"["80992137"]";https://turflix.com/p/miyuri-shimabukuro-60001781;https://www.netflix.com/browse/m/person/60001781
50031840;"Kana Ichinose";"["80992137"]";https://turflix.com/p/kana-ichinose-50031840;https://www.netflix.com/browse/m/person/50031840
20065858;"Akio Otsuka";"["80992137", "81006261", "81030224", "70019060", "80135674"]";https://turflix.com/p/akio-otsuka-20065858;https://www.netflix.com/browse/m/person/20065858
40012446;"Nobunaga Shimazaki";"["80204451", "80175350", "80213886", "81054849", "80156799", "80117781", "70302573", "80992787"]";https://turflix.com/p/nobunaga-shimazaki-40012446;https://www.netflix.com/browse/m/person/40012446
40007513;"Natsuki Hanae";"["80174917", "80180849", "80150290", "80041089", "80117781", "81054849"]";https://turflix.com/p/natsuki-hanae-40007513;https://www.netflix.com/browse/m/person/40007513
20048020;"Junichi Sato";"["81281872"]";https://turflix.com/p/junichi-sato-20048020;https://www.netflix.com/browse/m/person/20048020
60149321;"Tomotaka Shibayama";"["81281872"]";https://turflix.com/p/tomotaka-shibayama-60149321;https://www.netflix.com/browse/m/person/60149321
30116532;"Mirai Shida";"["81281872", "70293674", "80199051"]";https://turflix.com/p/mirai-shida-30116532;https://www.netflix.com/browse/m/person/30116532
30164569;"Hiromasa Yonebayashi";"["70216227", "80036398", "81143068"]";https://turflix.com/p/hiromasa-yonebayashi-30164569;https://www.netflix.com/browse/m/person/30164569
40009701;"Sara Takatsuki";"["80036398"]";https://turflix.com/p/sara-takatsuki-40009701;https://www.netflix.com/browse/m/person/40009701
40003945;"Kasumi Arimura";"["80036398", "81170086"]";https://turflix.com/p/kasumi-arimura-40003945;https://www.netflix.com/browse/m/person/40003945
20048226;"Takashi Yamazaki";"["81170086"]";https://turflix.com/p/takashi-yamazaki-20048226;https://www.netflix.com/browse/m/person/20048226
40053677;"Ryuichi Yagi";"["81170086"]";https://turflix.com/p/ryuichi-yagi-40053677;https://www.netflix.com/browse/m/person/40053677
60123673;"Makoto Hanafusa";"["81170086"]";https://turflix.com/p/makoto-hanafusa-60123673;https://www.netflix.com/browse/m/person/60123673
30206151;"Takeru Sato";"["81170086"]";https://turflix.com/p/takeru-sato-30206151;https://www.netflix.com/browse/m/person/30206151
40080284;Haru;"["81170086"]";https://turflix.com/p/haru-40080284;https://www.netflix.com/browse/m/person/40080284
40030680;"Kentaro Sakaguchi";"["81170086"]";https://turflix.com/p/kentaro-sakaguchi-40030680;https://www.netflix.com/browse/m/person/40030680
40077967;"Yoshiyuki Momose";"["81143068", "81093113"]";https://turflix.com/p/yoshiyuki-momose-40077967;https://www.netflix.com/browse/m/person/40077967
40045860;"Kento Yamazaki";"["81093113", "80200575"]";https://turflix.com/p/kento-yamazaki-40045860;https://www.netflix.com/browse/m/person/40045860
40007761;"Tao Tsuchiya";"["80200575", "80114225"]";https://turflix.com/p/tao-tsuchiya-40007761;https://www.netflix.com/browse/m/person/40007761
40076426;"Shinnosuke Mitsushima";"["80114225"]";https://turflix.com/p/shinnosuke-mitsushima-40076426;https://www.netflix.com/browse/m/person/40076426
30034162;"Takayuki Yamada";"["80239462", "80196883", "70019058", "80242916"]";https://turflix.com/p/takayuki-yamada-30034162;https://www.netflix.com/browse/m/person/30034162
30123392;"Mikako Tabe";"["80196883"]";https://turflix.com/p/mikako-tabe-30123392;https://www.netflix.com/browse/m/person/30123392
60010006;"Soki Matsumoto";"["80196883"]";https://turflix.com/p/soki-matsumoto-60010006;https://www.netflix.com/browse/m/person/60010006
40020476;"Mai Kanazawa";"["80196883"]";https://turflix.com/p/mai-kanazawa-40020476;https://www.netflix.com/browse/m/person/40020476
40044336;"Shigeru Sugimoto";"["80196883"]";https://turflix.com/p/shigeru-sugimoto-40044336;https://www.netflix.com/browse/m/person/40044336
60020873;"Issei Takubo";"["80196883"]";https://turflix.com/p/issei-takubo-60020873;https://www.netflix.com/browse/m/person/60020873
60020874;"Kanako Nishiyama";"["80196883"]";https://turflix.com/p/kanako-nishiyama-60020874;https://www.netflix.com/browse/m/person/60020874
60020872;"Yuzuha Kobayashi";"["80196883"]";https://turflix.com/p/yuzuha-kobayashi-60020872;https://www.netflix.com/browse/m/person/60020872
60020875;"Masako Matsuno";"["80196883"]";https://turflix.com/p/masako-matsuno-60020875;https://www.netflix.com/browse/m/person/60020875
60020877;"Kana Odaira";"["80196883"]";https://turflix.com/p/kana-odaira-60020877;https://www.netflix.com/browse/m/person/60020877
60020888;"Hitoshi Honma";"["80196883"]";https://turflix.com/p/hitoshi-honma-60020888;https://www.netflix.com/browse/m/person/60020888
60020876;"Ayano Kinashi";"["80196883"]";https://turflix.com/p/ayano-kinashi-60020876;https://www.netflix.com/browse/m/person/60020876
30018740;"Hiroyuki Morita";"["70019058"]";https://turflix.com/p/hiroyuki-morita-30018740;https://www.netflix.com/browse/m/person/30018740
30087099;"Chizuru Ikewaki";"["70019058"]";https://turflix.com/p/chizuru-ikewaki-30087099;https://www.netflix.com/browse/m/person/30087099
30021596;"Yoshihiko Hakamada";"["70019058", "80178543"]";https://turflix.com/p/yoshihiko-hakamada-30021596;https://www.netflix.com/browse/m/person/30021596
40015734;"Yudai Chiba";"["80178543"]";https://turflix.com/p/yudai-chiba-40015734;https://www.netflix.com/browse/m/person/40015734
30159632;"Ren Osugi";"["80178543"]";https://turflix.com/p/ren-osugi-30159632;https://www.netflix.com/browse/m/person/30159632
40053147;"Fumika Baba";"["80178543"]";https://turflix.com/p/fumika-baba-40053147;https://www.netflix.com/browse/m/person/40053147
20041735;"Hatsunori Hasegawa";"["80178543"]";https://turflix.com/p/hatsunori-hasegawa-20041735;https://www.netflix.com/browse/m/person/20041735
40076561;"Mako Ishino";"["80178543"]";https://turflix.com/p/mako-ishino-40076561;https://www.netflix.com/browse/m/person/40076561
30004387;"Aki Maeda";"["70019058"]";https://turflix.com/p/aki-maeda-30004387;https://www.netflix.com/browse/m/person/30004387
20040431;"Hitomi Sato";"["70019058"]";https://turflix.com/p/hitomi-sato-20040431;https://www.netflix.com/browse/m/person/20040431
30204434;"Kenta Satoi";"["70019058"]";https://turflix.com/p/kenta-satoi-30204434;https://www.netflix.com/browse/m/person/30204434
40077859;"Mari Hamada";"["70019058"]";https://turflix.com/p/mari-hamada-40077859;https://www.netflix.com/browse/m/person/40077859
30190450;"Akiyoshi Nakao";"["80138672"]";https://turflix.com/p/akiyoshi-nakao-30190450;https://www.netflix.com/browse/m/person/30190450
40025935;"Jiro Sato";"["80242916"]";https://turflix.com/p/jiro-sato-40025935;https://www.netflix.com/browse/m/person/40025935
40053462;"Mai Shiraishi";"["80242916"]";https://turflix.com/p/mai-shiraishi-40053462;https://www.netflix.com/browse/m/person/40053462
40025238;"Shotaro Mamiya";"["80242916"]";https://turflix.com/p/shotaro-mamiya-40025238;https://www.netflix.com/browse/m/person/40025238
40043056;"U Ki Yamato";"["81043135"]";https://turflix.com/p/u-ki-yamato-40043056;https://www.netflix.com/browse/m/person/40043056
60063898;"Miona Hori";"["81043135"]";https://turflix.com/p/miona-hori-60063898;https://www.netflix.com/browse/m/person/60063898
40016578;"Hiroya Shimizu";"["81043135"]";https://turflix.com/p/hiroya-shimizu-40016578;https://www.netflix.com/browse/m/person/40016578
60259216;"Shunsuke Kariyama";"["81335232"]";https://turflix.com/p/shunsuke-kariyama-60259216;https://www.netflix.com/browse/m/person/60259216
40035209;"Ryo Yoshizawa";"["81335232"]";https://turflix.com/p/ryo-yoshizawa-40035209;https://www.netflix.com/browse/m/person/40035209
20047486;"Shinsuke Sato";"["80217733"]";https://turflix.com/p/shinsuke-sato-20047486;https://www.netflix.com/browse/m/person/20047486
40054960;"Sota Fukushi";"["80217733", "81351470"]";https://turflix.com/p/sota-fukushi-40054960;https://www.netflix.com/browse/m/person/40054960
20036649;"Takashi Miike";"["80191740"]";https://turflix.com/p/takashi-miike-20036649;https://www.netflix.com/browse/m/person/20036649
30018946;"Takuya Kimura";"["80191740"]";https://turflix.com/p/takuya-kimura-30018946;https://www.netflix.com/browse/m/person/30018946
20018813;"Hayao Miyazaki";"["70028883", "60023642", "28630857", "70019062", "70050576", "60032294", "70293674", "60027106", "60027393", "70106454", "70019060"]";https://turflix.com/p/hayao-miyazaki-20018813;https://www.netflix.com/browse/m/person/20018813
41467;"Werner Herzog";"["70024093", "80066073"]";https://turflix.com/p/werner-herzog-41467;https://www.netflix.com/browse/m/person/41467
30017381;"Amie Huguenard";"["70024093"]";https://turflix.com/p/amie-huguenard-30017381;https://www.netflix.com/browse/m/person/30017381
30017382;"Timothy Treadwell";"["70024093"]";https://turflix.com/p/timothy-treadwell-30017382;https://www.netflix.com/browse/m/person/30017382
30040528;"Franc G Fallico";"["70024093"]";https://turflix.com/p/franc-g-fallico-30040528;https://www.netflix.com/browse/m/person/30040528
30040529;"Warren Queeney";"["70024093"]";https://turflix.com/p/warren-queeney-30040529;https://www.netflix.com/browse/m/person/30040529
30040530;"Willy Fulton";"["70024093"]";https://turflix.com/p/willy-fulton-30040530;https://www.netflix.com/browse/m/person/30040530
30040531;"Sam Egli";"["70024093"]";https://turflix.com/p/sam-egli-30040531;https://www.netflix.com/browse/m/person/30040531
30040532;"Marnie Gaede";"["70024093"]";https://turflix.com/p/marnie-gaede-30040532;https://www.netflix.com/browse/m/person/30040532
30040533;"Marc Gaede";"["70024093"]";https://turflix.com/p/marc-gaede-30040533;https://www.netflix.com/browse/m/person/30040533
30040534;"Larry Van Daele";"["70024093"]";https://turflix.com/p/larry-van-daele-30040534;https://www.netflix.com/browse/m/person/30040534
30006749;"Michael Tolajian";"["81136736"]";https://turflix.com/p/michael-tolajian-30006749;https://www.netflix.com/browse/m/person/30006749
40004375;"Erica Mendez";"["80058427"]";https://turflix.com/p/erica-mendez-40004375;https://www.netflix.com/browse/m/person/40004375
40101791;"Greg Chun";"["80992784", "80990863"]";https://turflix.com/p/greg-chun-40101791;https://www.netflix.com/browse/m/person/40101791
30000630;"America Young";"["80192734", "81184735", "81136524"]";https://turflix.com/p/america-young-30000630;https://www.netflix.com/browse/m/person/30000630
40210896;"Kirsten Day";"["81184735"]";https://turflix.com/p/kirsten-day-40210896;https://www.netflix.com/browse/m/person/40210896
20015016;"Cassandra Lee Morris";"["81184735", "80212481"]";https://turflix.com/p/cassandra-lee-morris-20015016;https://www.netflix.com/browse/m/person/20015016
20006169;"Debi Derryberry";"["80175619"]";https://turflix.com/p/debi-derryberry-20006169;https://www.netflix.com/browse/m/person/20006169
40098874;"Brian Atkinson";"["80081170", "80149064"]";https://turflix.com/p/brian-atkinson-40098874;https://www.netflix.com/browse/m/person/40098874
40098967;"Harry Chaskin";"["80149064"]";https://turflix.com/p/harry-chaskin-40098967;https://www.netflix.com/browse/m/person/40098967
75959;"Ted Raimi";"["80149064"]";https://turflix.com/p/ted-raimi-75959;https://www.netflix.com/browse/m/person/75959
75958;"Sam Raimi";"["60036230", "60004481", "70047101"]";https://turflix.com/p/sam-raimi-75958;https://www.netflix.com/browse/m/person/75958
161560;"Tobey Maguire";"["60004481", "70047101"]";https://turflix.com/p/tobey-maguire-161560;https://www.netflix.com/browse/m/person/161560
56904;"Baz Luhrmann";"["70244437"]";https://turflix.com/p/baz-luhrmann-56904;https://www.netflix.com/browse/m/person/56904
24260;"Leonardo Dicaprio";"["70244437", "70044689", "70095139"]";https://turflix.com/p/leonardo-dicaprio-24260;https://www.netflix.com/browse/m/person/24260
20007143;"Christopher Nolan";"["70131314", "70021642", "70079583", "80170278", "70305903", "70213514", "70047095"]";https://turflix.com/p/christopher-nolan-20007143;https://www.netflix.com/browse/m/person/20007143
4673;"Christian Bale";"["70021642", "70281530", "70079583", "80993105", "70213514", "80199381", "60001262"]";https://turflix.com/p/christian-bale-4673;https://www.netflix.com/browse/m/person/4673
20001975;"David O Russell";"["70113534", "70281530", "70244164"]";https://turflix.com/p/david-o-russell-20001975;https://www.netflix.com/browse/m/person/20001975
20045112;"Bradley Cooper";"["70281530", "70263864", "80221908", "70167070", "81035551", "70244164"]";https://turflix.com/p/bradley-cooper-20045112;https://www.netflix.com/browse/m/person/20045112
30123636;"Derek Cianfrance";"["70241757", "70122316"]";https://turflix.com/p/derek-cianfrance-30123636;https://www.netflix.com/browse/m/person/30123636
20015456;"Ryan Gosling";"["70122316", "80049284"]";https://turflix.com/p/ryan-gosling-20015456;https://www.netflix.com/browse/m/person/20015456
20021269;"Denis Villeneuve";"["80185760", "80046311"]";https://turflix.com/p/denis-villeneuve-20021269;https://www.netflix.com/browse/m/person/20021269
20053411;"Emily Blunt";"["80046311"]";https://turflix.com/p/emily-blunt-20053411;https://www.netflix.com/browse/m/person/20053411
20028146;"Kelly Asbury";"["70140917", "60020810", "80121839"]";https://turflix.com/p/kelly-asbury-20028146;https://www.netflix.com/browse/m/person/20028146
20028147;"Lorna Cook";"["60020810"]";https://turflix.com/p/lorna-cook-20028147;https://www.netflix.com/browse/m/person/20028147
20002120;"Matt Damon";"["60020810", "81326710", "70044689", "60036239", "70251536", "70058024", "70058031", "70114023"]";https://turflix.com/p/matt-damon-20002120;https://www.netflix.com/browse/m/person/20002120
20056283;"Jeff Schaffer";"["60034539"]";https://turflix.com/p/jeff-schaffer-20056283;https://www.netflix.com/browse/m/person/20056283
20052992;"Scott Mechlowicz";"["60034539"]";https://turflix.com/p/scott-mechlowicz-20052992;https://www.netflix.com/browse/m/person/20052992
20031605;"Kristin Kreuk";"["60034539"]";https://turflix.com/p/kristin-kreuk-20031605;https://www.netflix.com/browse/m/person/20031605
20002658;"Michelle Trachtenberg";"["60034539"]";https://turflix.com/p/michelle-trachtenberg-20002658;https://www.netflix.com/browse/m/person/20002658
20056284;"Jacob Pitts";"["60034539"]";https://turflix.com/p/jacob-pitts-20056284;https://www.netflix.com/browse/m/person/20056284
20028586;"Robert Luketic";"["70084788", "70103759"]";https://turflix.com/p/robert-luketic-20028586;https://www.netflix.com/browse/m/person/20028586
40752;"Katherine Heigl";"["70103759", "80994340", "70195800"]";https://turflix.com/p/katherine-heigl-40752;https://www.netflix.com/browse/m/person/40752
20002545;"Sarah Chalke";"["80994340", "80014749", "80191522"]";https://turflix.com/p/sarah-chalke-20002545;https://www.netflix.com/browse/m/person/20002545
